file_name,cc_pixel_intensity_405_488_ratio
1nM3W_1_Subset_83.tif,46.65342510046653
TOLW4_1_Subset_5.tif,218.57479483220934
TOLW6_1_Subset_70.tif,75.43597980725102
TOLW1_2_Subset_7.tif,236.4341085271318
TOLW2_1_Subset_28.tif,153.29052969502408
TCDD1nM1hr1_3_S_128.tif,104.78199718706048
DS11_2_Subset_85.tif,130.03905168967745
TCDD1nM4hr2-2_Subset_84.tif,86.7579046720151
TCDD1nM1hr5_1_S_160.tif,49.2936579501052
TOLW2_1_Subset_94.tif,112.4392486536188
TCDD10nM4hr3-2_Subset_99.tif,54.51809553206267
Tol2-1_Subset_124.tif,175.80856643356643
Tol2-1_Subset_121.tif,102.41935483870968
DS1_2_Subset_38.tif,44.03231311867107
TCDD1nM1hr3_3_S_54.tif,193.32803812549642
TCDD10nM1hr5-3_Subset_34.tif,56.80682672326126
TCDD10nM1hr5-1_Subset_152.tif,60.714896528134084
TCDD10nM4hr1-1_Subset_41.tif,94.17882969233398
TOLW3_1_Subset_40.tif,142.76590022858682
TCDD1nM4hr2-2_Subset_90.tif,47.315505804311776
TCDD1nM1hr1_1_S_126.tif,156.84264479753972
TCDD10nM1hr3-1_Subset_3.tif,64.83506868492432
Tol5-1_Subset_24.tif,35.387710314557424
Tol2-1_Subset_28.tif,197.1719829003617
TOLW3_2_Subset_91.tif,140.34800409416582
TCDD1nM4hr5-1_Subset_116.tif,48.114901256732495
Tol4hr3-2_Subset_39.tif,119.30235606383329
10nMW4_1_Subset_102.tif,143.8087968516114
TCDD10nM4hr5-2_Subset_71.tif,43.1193628355926
TCDD1nM1hr5_2_S_9.tif,22.608813375753062
DS10_1_Subset_111.tif,118.76486165153482
TCDD10nM1hr4-1_Subset_63.tif,45.30394698934024
TCDD10nM4hr1-1_Subset_81.tif,54.408577620622786
TCDD1nM1hr5_4_S_59.tif,105.38373424971363
DS10_1_Subset_113.tif,110.03349966031813
DS2_2_Subset_1.tif,59.75176664875773
DS4_1_Subset_0.tif,206.99809457820888
10nMW7_1_Subset_74.tif,148.6442491046928
TCDD10nM4hr2-1_Subset_96.tif,36.92065985860173
1nM4W_1_Subset_4.tif,157.45254641634688
Tol4hr3-2_Subset_138.tif,177.21101522563623
Tol5-1_Subset_31.tif,25.46831406935034
1nM5W_3_Subset_36.tif,148.61568074486894
TCDD10nM4hr3-2_Subset_62.tif,56.317125561413796
1nM3W_1_Subset_72.tif,97.66884041676039
TOLW4_2_Subset_54.tif,230.53504832940104
1nM3W_1_Subset_279.tif,114.10465904109043
TOLW1_2_Subset_53.tif,190.76655052264806
TOLW4_2_Subset_113.tif,153.65670842702647
TOLW2_1_Subset_87.tif,139.53488372093022
TCDD10nM4hr2-1_Subset_68.tif,27.339237581825184
TCDD1nM4hr3-2_Subset_112.tif,127.94072455355618
1nM2W_2_Subset_6.tif,173.7647861157491
Tol3-2_Subset_34.tif,113.55995517370191
TCDD10nM1hr5-1_Subset_146.tif,33.692722371967655
DS2_1_Subset_220.tif,38.77694736602985
TCDD10nM4hr1-1_Subset_44.tif,109.79790131389687
TCDD10nM1hr5-1_Subset_88.tif,59.181214225689324
TCDD1nM1hr1_1_S_27.tif,158.14473316568876
TOLW6_1_Subset_54.tif,79.47927372387802
TCDD10nM1hr2-1_Subset_104.tif,43.77325454147516
TCDD10nM1hr5-3_Subset_47.tif,58.47456462797421
