
file_name,cc_pixel_intensity_ratio
10nMW3_1_Subset_11.tif,82.0039827617419
10nMW3_1_Subset_21.tif,63.8760559596913
10nMW3_1_Subset_36.tif,44.6648821707867
10nMW3_1_Subset_37.tif,83.3358846401126
10nMW3_1_Subset_38.tif,115.2602175830637
10nMW3_1_Subset_39.tif,73.0344056638926
10nMW3_1_Subset_15.tif,120.1044386422976
10nMW3_1_Subset_27.tif,81.89340367579449
10nMW3_1_Subset_28.tif,68.2739895518284
10nMW3_1_Subset_43.tif,57.4981846446505
10nMW3_1_Subset_25.tif,76.2615573940095
10nMW3_1_Subset_44.tif,65.28940936627629
10nMW3_1_Subset_32.tif,84.132362130917
10nMW3_1_Subset_48.tif,48.007373419623704
10nMW3_1_Subset_34.tif,79.5388490602596
10nMW3_1_Subset_33.tif,97.0085734468588
10nMW3_1_Subset_35.tif,83.11087511547211
10nMW3_1_Subset_54.tif,63.4661005412962
10nMW3_1_Subset_55.tif,63.4966000534489
10nMW3_1_Subset_41.tif,74.8265987715377
10nMW3_1_Subset_57.tif,67.8677835830562
10nMW3_1_Subset_42.tif,62.9225352112676
10nMW3_1_Subset_61.tif,95.0554718531708
10nMW3_1_Subset_45.tif,80.5888282037458
10nMW3_1_Subset_22.tif,89.3723749427712
10nMW3_1_Subset_68.tif,74.4127979560433
10nMW3_1_Subset_70.tif,79.4200389526076
10nMW3_1_Subset_47.tif,41.2556346769451
10nMW3_1_Subset_46.tif,87.6166688576311
10nMW3_1_Subset_71.tif,62.0626819563375
10nMW3_1_Subset_134.tif,155.9391456992393
10nMW3_1_Subset_80.tif,61.3795002186341
10nMW3_1_Subset_50.tif,69.67434380564009
10nMW3_1_Subset_51.tif,87.8934167588122
10nMW3_1_Subset_87.tif,74.0832708055557
10nMW3_1_Subset_52.tif,90.7071092645065
10nMW3_1_Subset_53.tif,77.72168438557931
10nMW3_1_Subset_102.tif,123.7414630711821
10nMW3_1_Subset_40.tif,46.9438982953786
10nMW3_1_Subset_59.tif,61.6150533372645
10nMW3_1_Subset_56.tif,77.6446968633203
10nMW3_1_Subset_58.tif,86.46015678514341
10nMW3_1_Subset_60.tif,76.1857364140197
10nMW3_1_Subset_118.tif,199.46635898175518
10nMW3_1_Subset_63.tif,90.15418724176149
10nMW3_1_Subset_62.tif,54.7262043879717
10nMW3_1_Subset_119.tif,81.01984810772859
10nMW3_1_Subset_116.tif,73.4534282921379
10nMW3_1_Subset_64.tif,61.0564792650579
10nMW3_1_Subset_65.tif,84.0678418803418
10nMW3_1_Subset_122.tif,135.1921795156631
10nMW3_1_Subset_66.tif,76.8581674987694
10nMW3_1_Subset_67.tif,65.33404443596939
10nMW3_1_Subset_124.tif,67.3574319783706
10nMW3_1_Subset_128.tif,76.89608501679281
10nMW3_1_Subset_69.tif,87.6691373627606
10nMW3_1_Subset_73.tif,58.1674834232011
10nMW3_1_Subset_130.tif,58.7311326543134
10nMW3_1_Subset_75.tif,70.6534904895957
10nMW3_1_Subset_76.tif,60.5044920525224
10nMW3_1_Subset_74.tif,72.6227817369196
10nMW3_1_Subset_49.tif,80.5281881788709
10nMW3_1_Subset_77.tif,69.77506499378309
10nMW3_1_Subset_78.tif,59.6099141504981
10nMW3_1_Subset_79.tif,92.12153925736
10nMW3_1_Subset_133.tif,82.4146750154334
10nMW3_1_Subset_81.tif,72.0315980884521
10nMW3_1_Subset_82.tif,52.4994650469935
10nMW3_1_Subset_83.tif,69.9375594425836
10nMW3_1_Subset_84.tif,65.26312068020711
10nMW3_1_Subset_85.tif,250.77286779414442
10nMW3_1_Subset_135.tif,48.331185280654104
10nMW3_1_Subset_86.tif,74.1836567697701
10nMW3_1_Subset_88.tif,85.7848905624853
10nMW3_1_Subset_89.tif,78.2747813315499
10nMW3_1_Subset_90.tif,69.8108375105191
10nMW3_1_Subset_91.tif,82.5442927679349
10nMW3_1_Subset_138.tif,59.5615425250924
10nMW3_1_Subset_93.tif,86.51566672430019
10nMW3_1_Subset_95.tif,81.0532656787894
10nMW3_1_Subset_96.tif,67.2584139060601
10nMW3_1_Subset_97.tif,98.03758523199731
10nMW3_1_Subset_94.tif,94.770109923751
10nMW3_1_Subset_98.tif,66.40301149476791
10nMW3_1_Subset_99.tif,87.8057223501844
=======
10nMW3_1_Subset_23.tif,50.52975454705985
10nMW3_1_Subset_24.tif,31.026404103083646
10nMW3_1_Subset_26.tif,84.90160694337027
10nMW3_1_Subset_29.tif,98.54687615254112
10nMW3_1_Subset_18.tif,81.06576363450468
10nMW3_1_Subset_31.tif,78.2268914990572
10nMW3_1_Subset_10.tif,90.4779749059944
10nMW3_1_Subset_30.tif,78.25710374724434
10nMW3_1_Subset_11.tif,82.00398276174198
10nMW3_1_Subset_21.tif,63.87605595969133
10nMW3_1_Subset_36.tif,44.66488217078676
10nMW3_1_Subset_37.tif,83.33588464011268
10nMW3_1_Subset_38.tif,115.26021758306379
10nMW3_1_Subset_39.tif,73.03440566389268
10nMW3_1_Subset_15.tif,120.10443864229765
10nMW3_1_Subset_27.tif,81.89340367579457
10nMW3_1_Subset_28.tif,68.27398955182844
10nMW3_1_Subset_43.tif,57.498184644650586
10nMW3_1_Subset_25.tif,76.26155739400956
10nMW3_1_Subset_44.tif,65.28940936627632
10nMW3_1_Subset_32.tif,84.13236213091704
10nMW3_1_Subset_48.tif,48.00737341962372
10nMW3_1_Subset_34.tif,79.53884906025964
10nMW3_1_Subset_33.tif,97.00857344685883
